movie_id,title,budget,original_language,overview,popularity,revenue,runtime,release_status,vote_average,vote_count,genre_id,genre_name,production_company_id,production_company_name,rn,release_year,profit,success
8818,Evita,55000000,en,"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Per=n, and the most beloved and hated woman in Argentina.",7.027139,141047179.0,134.0,Released,5.9,120,18,Drama,915,Hollywood Pictures,1,1996,86047179.0,1
330770,Evolution,0,fr,11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution.,3.300061,0.0,81.0,Released,6.4,47,18,Drama,3307,Ex Nihilo,1,2015,0.0,0
264660,Ex Machina,15000000,en,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",95.130041,36869414.0,108.0,Released,7.6,4737,18,Drama,284,DNA Films,1,2015,21869414.0,1
29917,Exam,0,en,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,20.265518,0.0,101.0,Released,6.6,523,53,Thriller,5004,Hazeldine Films,1,2009,0.0,0
24227,Excessive Force,3000000,en,"Chicago policeman Terry McCain is determined to put away mobster Sal DiMarco, who always gets acquitted on technicalities. While monitoring a drug sale, a shootout ensues, and one of Terry's fellow officers gets away with $3 million of Sal's money. Suspecting Terry took the cash, the mobster sends his men to kill Terry's brother, Dylan, and partner, Frankie Hawkins. Furious, Terry sets out to take his revenge by any means necessary.",1.279106,1200000.0,87.0,Released,4.5,10,28,Action,12,New Line Cinema,1,1993,-1800000.0,0
2320,Executive Decision,55000000,en,"Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",17.231675,121969216.0,133.0,Released,5.8,256,12,Adventure,1885,Silver Pictures,1,1996,66969216.0,1
13807,Exiled,4500000,cn,"A friendship is formed between an ex-gangster, and two groups of hitmen - those who want to protect him and those who were sent to kill him.",8.48639,0.0,110.0,Released,7.0,46,28,Action,5552,Media Asia Films,1,2006,-4500000.0,0
10877,Exit Wounds,50000000,en,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",12.601306,79958599.0,101.0,Released,5.3,110,28,Action,79,Village Roadshow Pictures,1,2001,29958599.0,0
147441,Exodus: Gods and Kings,140000000,en,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",101.599427,268031828.0,150.0,Released,5.6,1921,12,Adventure,1645,Scott Free Productions,1,2014,128031828.0,0
11586,Exorcist II: The Heretic,14000000,en,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a hypnotic research specialist free her from its grasp?",11.543363,30749142.0,118.0,Released,4.5,133,14,Fantasy,6194,Warner Bros.,1,1977,16749142.0,1
11026,Exorcist: The Beginning,80000000,en,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",15.761384,78000586.0,114.0,Released,4.7,183,27,Horror,10210,Morgan Creek Productions,1,2004,-1999414.0,0
20156,Exotica,0,en,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's owner, Zoe. Meanwhile Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. Gradually, connections between the traumatic pasts of these characters are revealed.",5.446832,0.0,103.0,Released,6.5,64,18,Drama,14,Miramax Films,1,1994,0.0,0
12569,Extract,8000000,en,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",14.652342,10848783.0,92.0,Released,5.7,192,35,Comedy,14,Miramax Films,1,2009,2848783.0,0
27569,Extraordinary Measures,31000000,en,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",6.487344,15134293.0,105.0,Released,6.0,89,18,Drama,215,Double Feature Films,1,2010,-15865707.0,0
11306,Extreme Measures,38000000,en,"Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself under in danger from people who want the hospital's secret to remain undiscovered.",3.426555,17380126.0,118.0,Released,5.7,80,18,Drama,5,Columbia Pictures,1,1996,-20619874.0,0
15544,Extreme Movie,0,en,A sketch comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments.,8.148187,0.0,88.0,Released,3.9,44,35,Comedy,3478,FlipZide Pictures,1,2008,0.0,0
15074,Extreme Ops,40000000,en,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists.",2.911819,10959475.0,93.0,Released,5.0,28,12,Adventure,4,Paramount Pictures,1,2002,-29040525.0,0
64685,Extremely Loud & Incredibly Close,40000000,en,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",31.066874,55247881.0,129.0,Released,6.9,708,18,Drama,4,Paramount Pictures,1,2011,15247881.0,0
17182,Eye for an Eye,20000000,en,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",3.996392,0.0,101.0,Released,5.8,63,18,Drama,4,Paramount Pictures,1,1996,-20000000.0,0
18681,Eye of the Beholder,15000000,en,"A reclusive surveillance expert is hired to spy on a mysterious blackmailer, who just may be a serial killer.",4.302941,0.0,109.0,Released,5.3,42,18,Drama,769,Destination Films,1,1999,-15000000.0,0
46849,Eye of the Dolphin,2500000,en,"Alyssa is a troubled 14-year old, suspended from school a year after her mother has drowned. Her grandmother Lucy, at wit's end, decides to take Alyssa to her father, James, whom Alyssa thought was dead for years. He studies dolphin communication at Smith's Point, on the Grand Bahama Island. James has not known of Alyssa's existence and is clueless about parenthood. The women arrive at the same time that James may lose his research operation to a tourist attraction. Father, daughter, dolphins, and town are on a collision course. Alyssa and James get encouragement from James's girlfriend and her father. It's the dolphins who can teach, and Alyssa who discovers how to listen.",0.301884,71904.0,100.0,Released,7.1,7,18,Drama,1607,Gold/Miller Productions,1,2007,-2428096.0,0
345,Eyes Wide Shut,65000000,en,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",27.870312,162091208.0,159.0,Released,7.1,1234,18,Drama,194,Hobby Films,1,1999,97091208.0,1
28932,F.I.S.T.,11,en,Johnny Kovak joins the Teamsters trade-union in a local chapter in the 1930s and works his way up in the organization. As he climbs higher and higher his methods become more ruthless and finally senator Madison starts a campaign to find the truth about the alleged connections with the Mob.,3.375208,11.0,145.0,Released,6.4,29,18,Drama,60,United Artists,1,1978,0.0,0
754,Face/Off,80000000,en,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",46.075037,245676146.0,138.0,Released,6.8,1583,28,Action,4,Paramount Pictures,1,1997,165676146.0,1
18925,Facing the Giants,100000,en,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,4.563698,10178331.0,111.0,Released,6.6,64,18,Drama,769,Destination Films,1,2006,10078331.0,1
12271,Factory Girl,7000000,en,"In the mid-1960s, wealthy debutant Edie Sedgwick meets artist Andy Warhol. She joins Warhol's famous Factory and becomes his muse. Although she seems to have it all, Edie cannot have the love she craves from Andy, and she has an affair with a charismatic musician, who pushes her to seek independence from the artist and the milieu.",11.400229,0.0,90.0,Released,6.2,81,18,Drama,308,The Weinstein Company,1,2006,-7000000.0,0
1777,Fahrenheit 9/11,6000000,en,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,16.20985,119114517.0,122.0,Released,6.8,397,99,Documentary,225,BIM Distribuzione,1,2004,113114517.0,1
6877,Failure to Launch,50000000,en,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",18.806031,88715192.0,97.0,Released,5.5,399,35,Comedy,4,Paramount Pictures,1,2006,38715192.0,0
38363,Fair Game,22000000,en,"Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",12.54949,24188922.0,108.0,Released,6.5,235,18,Drama,1246,River Road Entertainment,1,2010,2188922.0,0
211086,Faith Connections,550000,hi,A filmmaker's insight into the biggest gathering on earth -the Kumbh Mela.,0.48088,0.0,115.0,Released,4.2,3,18,Drama,52630,Jungle Book Entertainment,1,2013,-550000.0,0
29697,Faith Like Potatoes,0,en,"Frank Rautenbach leads a strong cast as Angus Buchan, a Zambian farmer of Scottish heritage, who leaves his farm in the midst of political unrest and racially charged land reclaims and travels south with his family to start a better life in KwaZulu Natal,South Africa.",0.147886,0.0,97.0,Released,6.0,9,18,Drama,77793,Global Creative Studios,1,2006,0.0,0
47502,Faithful,13000000,en,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",1.647335,9789900.0,91.0,Released,4.8,4,18,Drama,12,New Line Cinema,1,1996,-3210100.0,0
270938,Falcon Rising,0,en,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",6.988357,0.0,103.0,Released,5.5,71,12,Adventure,39075,Strohberry Films,1,2014,0.0,0
28665,Fame,0,en,"An updated version of the 1980 musical, which centered on the students of the New York Academy of Performing Arts.",7.668063,0.0,107.0,Released,5.5,135,18,Drama,60,United Artists,1,2009,0.0,0
5854,Family Plot,2000000,en,Lighthearted suspense film about a phony psychic/con artist and her taxi driver/private investigator boyfriend who encounter a pair of serial kidnappers while trailing a missing heir in California.,3.832858,7900000.0,121.0,Released,6.7,86,35,Comedy,33,Universal Pictures,1,1976,5900000.0,1
756,Fantasia,2280000,en,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",32.875469,83320000.0,124.0,Released,7.2,808,16,Animation,2,Walt Disney Pictures,1,1940,81040000.0,1
49948,Fantasia 2000,80000000,en,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",14.530946,90874570.0,74.0,Released,7.0,292,16,Animation,2,Walt Disney Pictures,1,1999,10874570.0,0
1979,Fantastic 4: Rise of the Silver Surfer,130000000,en,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",60.810723,289047763.0,92.0,Released,5.4,2589,12,Adventure,289,Ingenious Film Partners,1,2007,159047763.0,1
166424,Fantastic Four,120000000,en,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",38.126095,167977596.0,100.0,Released,4.4,2278,12,Adventure,306,Twentieth Century Fox Film Corporation,1,2015,47977596.0,0
10315,Fantastic Mr. Fox,40000000,en,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",41.258956,46471023.0,87.0,Released,7.5,1176,12,Adventure,306,Twentieth Century Fox Film Corporation,1,2009,6471023.0,0
10712,Far from Heaven,13500000,en,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",9.982885,29027914.0,107.0,Released,6.9,144,18,Drama,7449,Clear Blue Sky Productions,1,2002,15527914.0,1
283708,Far from Men,7700000,fr,A French teacher in a small Algerian village during the Algerian War forms an unexpected bond with a dissident who is ordered to be turned in to the authorities.,3.363973,0.0,110.0,Released,6.6,43,18,Drama,311,Procirep,1,2014,-7700000.0,0
12486,Farce of the Penguins,0,en,"""In this spoof of """"March of the Penguins,"""" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?""",1.963219,0.0,80.0,Released,3.2,13,35,Comedy,2679,FOTP Productions,1,2006,0.0,0
71547,Fascination,0,de,"Young Scott Doherty (Adam Garcia) gets suspicious when his mother (Jacqueline Bisset) plans to wed Oliver Vance (Stuart Wilson) soon after her husband's untimely death. Scott investigates with Oliver's pretty daughter, Kelly (Alice Evans), who shared Scott's doubts about the upcoming nuptials. Along the way, he falls in love with Kelly, but a fatal explosion turns Scott's life upside down - and the evidence points to him as the murderer. Has he been framed?",0.219799,0.0,95.0,Released,3.8,4,53,Thriller,5991,Quality Films Entertainment,1,2004,0.0,0
51497,Fast Five,125000000,en,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,626137675.0,130.0,Released,7.1,2438,28,Action,33,Universal Pictures,1,2011,501137675.0,1
13342,Fast Times at Ridgemont High,4500000,en,"Follows a group of high school students growing up in southern California, based on the real-life adventures chronicled by Cameron Crowe. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. The center of the film is held by Jeff Spicoli, a perpetually stoned surfer dude who faces off with the resolute Mr. Hand, who is convinced that everyone is on dope.",20.403344,27092880.0,90.0,Released,7.0,322,35,Comedy,33,Universal Pictures,1,1982,22592880.0,1
41283,Faster,24000000,en,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.",26.324874,23081726.0,98.0,Released,6.1,568,18,Drama,97,Castle Rock Entertainment,1,2010,-918274.0,0
15045,Fat Albert,0,en,"""An obese boy named Fat Albert and his friends Rudy, Mushmouth, Bill, Dumb Donald, Russell, and Weird Harold, pulls into trouble when they """"fall"""" out of their TV world into the real world, where Fat Albert tries to help a young girl, Doris, make friends.""",7.157635,0.0,93.0,Released,4.3,69,18,Drama,306,Twentieth Century Fox Film Corporation,1,2004,0.0,0
10998,Fatal Attraction,14000000,en,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,16.742972,320145693.0,119.0,Released,6.6,291,18,Drama,4,Paramount Pictures,1,1987,306145693.0,1
287524,Fear Clinic,1,en,A doctor works to cure patients suffering from crippling phobias by placing them inside his invention which induces and controls hallucinations.,1.859965,0.0,95.0,Released,4.0,42,27,Horror,3347,Dry County Films,1,2014,-1.0,0
1878,Fear and Loathing in Las Vegas,18500000,en,"The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.",44.511363,10680275.0,118.0,Released,7.2,1301,12,Adventure,33,Universal Pictures,1,1998,-7819725.0,0
9544,FearDotCom,40000000,en,"With four corpses on his hands, New York City gumshoe Mike Reilly (Stephen Dorff) teams with Department of Health worker Terry Huston (Natascha McElhone) to track down a homicidal sadist who telecasts shocking acts of torture on the Internet. But they have their work cut out: It seems the victims' only link is that they all went toes up 48 hours after logging on a site known as feardotcom.com. Stephen Rea also stars in this gruesome thriller.",6.756886,18902015.0,101.0,Released,3.2,105,27,Horror,1070,Milagro Films,1,2002,-21097985.0,0
10070,Feast,0,en,Patrons locked inside of a bar are forced to fight monsters.,8.825113,658573.0,95.0,Released,6.1,160,27,Horror,2811,Neo Art & Logic,1,2005,658573.0,1
47692,Felicia's Journey,0,en,"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.",0.470645,0.0,116.0,Released,6.6,23,18,Drama,803,Alliance Atlantis Communications,1,1999,0.0,0
9280,Femme Fatale,35000000,en,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",9.07278,16838910.0,114.0,Released,6.2,142,53,Thriller,1171,Epsilon Motion Pictures,1,2002,-18161090.0,0
46729,Fetching Cody,1,en,"Art, a drug-addicted dealer and hustler, arrives at his girlfriend Cody's apartment to find that she has overdosed on heroin. He tries to fix things by traveling back in time in an attempt to prevent her death.",0.077876,0.0,87.0,Released,6.8,6,14,Fantasy,10853,Cheap and Dirty Productions Inc.,1,2005,-1.0,0
11431,Fever Pitch,30000000,en,"When relaxed and charming Ben Wrightman meets workaholic Lindsey Meeks she finds him sweet and charming, they hit it off and when it is winter Ben can spend every waking hour with Lindsey, but when summer comes around the corner Lindsey discovers Ben's obsession with the Boston Red Sox. She thinks it is perfect until everything goes downhill for them.",9.965073,50451307.0,103.0,Released,5.9,182,18,Drama,711,Fox 2000 Pictures,1,2005,20451307.0,0
14811,Fiddler on the Roof,9000000,en,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.",7.623979,83304330.0,181.0,Released,7.4,134,18,Drama,60,United Artists,1,1971,74304330.0,1
10288,Fido,8000000,en,"""Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, """"Fido"""" will rip your heart out.""",5.244518,426224.0,91.0,Released,6.6,135,18,Drama,35,Lions Gate Films,1,2006,-7573776.0,0
17622,Fifty Dead Men Walking,0,en,"Based on Martin McGartland's real life story as a informant for the British Police to spy on the IRA. Taking place from 1987-1991, Martin (Jim Sturgess) works his way up the ranks of the IRA, while keeping his informant with the police Fergis (Ben Kingsley) at bay. In the process he saved numerous lives and is still in hiding from the IRA today.",4.481897,0.0,117.0,Released,6.1,35,28,Action,806,TTlTfilm Canada,1,2008,0.0,0
351819,Fifty Shades of Black,20000000,en,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,14.947588,21164799.0,92.0,Released,4.3,331,35,Comedy,16313,Open Road Films (II),1,2016,1164799.0,0
216015,Fifty Shades of Grey,40000000,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",98.755657,571006128.0,125.0,Released,5.2,3254,18,Drama,10146,Focus Features,1,2015,531006128.0,1
550,Fight Club,63000000,en,"""A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground """"fight clubs"""" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.""",146.757391,100853753.0,139.0,Released,8.3,9413,18,Drama,508,Regency Enterprises,1,1999,37853753.0,0
385383,Fight Valley,27000000,en,"""When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. """"Jabs"""" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY.""",1.224105,0.0,90.0,Released,3.9,8,18,Drama,74413,Cinestyle Media Group,1,2016,-27000000.0,0
380733,Fight to the Finish,0,en,"A young amateur fighter makes an enemy with a hardened thug when he gets in-between his next-door neighbor and her abusive ex- boyfriend. As his personal life becomes threatened, he realizes he must finish the fight that he started, but this time they'll settle it in the ring for the championship.",0.251828,0.0,94.0,Released,5.2,3,28,Action,60954,Triple D Productions,1,2016,0.0,0
9532,Final Destination,23000000,en,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",38.799596,53302314.0,98.0,Released,6.4,1378,27,Horror,12,New Line Cinema,1,2000,30302314.0,1
9358,Final Destination 2,26000000,en,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",37.355826,90426405.0,90.0,Released,5.9,1023,27,Horror,12,New Line Cinema,1,2003,64426405.0,1
9286,Final Destination 3,25000000,en,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself û which seeks out those who escaped their fate.",31.64341,117719158.0,93.0,Released,5.8,974,27,Horror,12,New Line Cinema,1,2006,92719158.0,1
55779,Final Destination 5,47000000,en,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one manÆs premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape DeathÆs sinister agenda.",38.555482,157887643.0,92.0,Released,5.9,866,27,Horror,12,New Line Cinema,1,2011,110887643.0,1
2114,Final Fantasy: The Spirits Within,137000000,en,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",26.074908,85131830.0,106.0,Released,5.9,433,12,Adventure,5,Columbia Pictures,1,2001,-51868170.0,0
9950,Find Me Guilty,13000000,en,"Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history.",12.321302,2636637.0,125.0,Released,6.5,138,18,Drama,2448,Yari Film Group,1,2006,-10363363.0,0
711,Finding Forrester,43000000,en,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,19.043286,80049764.0,136.0,Released,7.0,302,18,Drama,414,Fountainbridge Films,1,2000,37049764.0,0
12,Finding Nemo,94000000,en,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",85.688789,940335536.0,100.0,Released,7.6,6122,16,Animation,3,Pixar Animation Studios,1,2003,846335536.0,1
866,Finding Neverland,25000000,en,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of BarrieÆs life and the inspiration that lead him to create his masterpiece ôPeter Pan.ö,34.160448,116766556.0,106.0,Released,7.2,1223,18,Drama,14,Miramax Films,1,2004,91766556.0,1
10724,Firefox,18000000,en,"""The Soviets have developed a revolutionary new jet fighter, called """"Firefox"""". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.""",8.700565,70687344.0,136.0,Released,5.5,139,12,Adventure,171,Malpaso Productions,1,1982,52687344.0,1
14438,Fireproof,500000,en,"""In Albany, the marriage of Caleb end Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called """"The Love Dare"""" to make them love each other again.""",6.093989,33456317.0,122.0,Released,7.0,100,18,Drama,3290,Carmel Entertainment,1,2008,32956317.0,1
11495,Firestarter,15000000,en,"""As youths, Andy McGee (David Keith) and his future wife, Vicky (Heather Locklear), participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie (Drew Barrymore), begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as """"The Shop.""""""",11.379652,17080167.0,114.0,Released,5.9,173,14,Fantasy,33,Universal Pictures,1,1984,2080167.0,0
244114,Firestorm,0,zh,"A crew of seasoned criminals led by the notorious Nam, armed with high-powered weapons, pulls off another smooth and violent armored car heist in broad daylight in a crowded street. Whoever tries to get in their way, they will show no mercy. This puts the police force to shame and humiliation. A hardboiled senior police inspector Lui, hot on the trails of Nam and his tight crew, determines to put an end to this madness that causes the lives of innocent people. But he soon comes face to face with the cruel reality that the usual police tactics are too futile to send these armed thieves behind bars. Extreme crime requires extreme justice, even if it means crossing his moral line. Tou, an ex-con desperate to leave his criminal past behind, volunteers to be LuiÆs snitch in exchange for a fresh start with her girlfriend Bing. But little does he know what hellish situation heÆs getting himself into.",3.376967,0.0,110.0,Released,5.9,43,28,Action,1268,Focus Films,1,2013,0.0,0
